analysis,seconds
1_activity_distribution,0.7263599130000102
2_top_10_purchased_products,0.6960288810000179
3_top_categories,0.9346552119999956
4_top_brands,1.0706164000000058
5_daily_purchase_trend,0.8346426040000097
